drug_name,virus,protein,ic50_nm,ki_nm,kd_nm,binding_energy,smiles,source,pic50,mol_weight,logP
Peramivir_variant_2,Influenza,Neuraminidase,0.8603476671075798,0.8192925512661751,1.268089844992954,-10.872515459089659,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.065326014576565,320,3.8
Peramivir_variant_3,Influenza,Neuraminidase,1.1225848139803636,0.6856362605971624,1.1061634926766963,-11.097527296871643,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,8.949780837093309,320,3.8
Peramivir_variant_4,Influenza,Neuraminidase,0.8207409233625785,0.6042482818308642,1.3682025289052278,-10.309469962133626,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.085793911468368,320,3.8
Peramivir_variant_5,Influenza,Neuraminidase,1.0212699724140686,0.8827196796019303,0.946881293619519,-10.861226670680011,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,8.990859437118619,320,3.8
Peramivir_variant_6,Influenza,Neuraminidase,0.8662020212445286,0.5979369373650517,0.9329314107567439,-10.932819701673367,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.062380807197817,320,3.8
Peramivir_variant_7,Influenza,Neuraminidase,1.136431659901108,0.6585194852894545,0.9643124566344606,-11.063223932950253,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,8.944456675750914,320,3.8
Peramivir_variant_8,Influenza,Neuraminidase,0.835332903283789,0.6950345667264743,0.8876475323042758,-10.958909554847214,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.078140411646757,320,3.8
Peramivir_variant_9,Influenza,Neuraminidase,1.0859353709429012,0.7024664989019964,1.2035345311356864,-10.480422981389042,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,8.964196020859585,320,3.8
Peramivir_variant_10,Influenza,Neuraminidase,0.6378067330680774,0.5963563681723624,0.9903344558180446,-10.876021537910429,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.195310900397422,320,3.8
Peramivir_variant_11,Influenza,Neuraminidase,0.942437434952075,0.8088251688603715,1.3911800842168536,-11.071361439201702,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.02574747142134,320,3.8
Peramivir_variant_12,Influenza,Neuraminidase,0.872651651858759,0.6517161220754323,0.7723095272437515,-10.826177797139417,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.059159084893373,320,3.8
Peramivir_variant_13,Influenza,Neuraminidase,0.667145412674081,0.7368835290014273,0.7886660949780107,-11.057169730201561,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.175779495859947,320,3.8
Peramivir_variant_14,Influenza,Neuraminidase,1.04607114547839,0.5138031569013267,0.9401799177982186,-11.115678348483089,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,8.980438777191564,320,3.8
Peramivir_variant_15,Influenza,Neuraminidase,0.7927087010411183,0.65233093300681,0.7899853843539366,-10.622424094264051,CC1(C)CC2C(C1O)NC(=O)C(C(=O)O)N2,ChEMBL,9.100886374816055,320,3.8
Ritonavir,HIV-1,Protease,15.0,12.0,18.0,-9.8,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.823908740944319,930,17.0
Ritonavir_variant_1,HIV-1,Protease,19.2145347864172,8.919252919885194,21.12186559844613,-9.677396908427534,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.716370126012942,930,17.0
Ritonavir_variant_2,HIV-1,Protease,14.550515635611522,10.315384638201966,18.272268825082733,-9.92691145074549,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.837121616043517,930,17.0
Ritonavir_variant_3,HIV-1,Protease,10.512615775132279,15.178569924570116,14.77536478656852,-9.413877683426978,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.978289208295176,930,17.0
Ritonavir_variant_4,HIV-1,Protease,13.90933306310496,11.375248006387478,16.796511203060366,-9.750191370946487,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.856693693441261,930,17.0
Ritonavir_variant_5,HIV-1,Protease,15.844250421276206,9.56292021020648,23.101274296829818,-9.562189435252494,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.80012830210977,930,17.0
Ritonavir_variant_6,HIV-1,Protease,14.489657867821595,8.699639396718073,14.948457864827388,-9.460960177510616,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.838941869040307,930,17.0
Ritonavir_variant_7,HIV-1,Protease,18.153795143087237,14.099692042155045,14.312458762640329,-9.906913739591488,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.741032569668888,930,17.0
Ritonavir_variant_8,HIV-1,Protease,17.295897643713502,14.300511670597874,15.033559801544,-9.934052206503413,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.7620568935169185,930,17.0
Ritonavir_variant_9,HIV-1,Protease,18.612131845603717,9.276027361984585,16.150163430286003,-10.018783872604729,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.730203879649658,930,17.0
Ritonavir_variant_10,HIV-1,Protease,17.660484599705963,15.223652798554179,22.70229405761986,-10.052527177600336,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.75299738365252,930,17.0
Ritonavir_variant_11,HIV-1,Protease,12.471356216155348,8.51298683247659,16.953053926529815,-9.568025045144783,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.904086315954842,930,17.0
Ritonavir_variant_12,HIV-1,Protease,19.432027462183196,12.394332881305473,16.91636033536452,-9.583564787687441,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.7114818844387125,930,17.0
Ritonavir_variant_13,HIV-1,Protease,16.2094488997593,10.37863938492649,21.78139568129136,-9.312485368593414,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.79023175034964,930,17.0
Ritonavir_variant_14,HIV-1,Protease,14.95515980118769,13.145292189108352,19.83313184788769,-9.911147853253533,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.825208942017269,930,17.0
Ritonavir_variant_15,HIV-1,Protease,16.560744488345733,12.515114258740823,21.209242052342898,-9.886990649692551,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,ChEMBL,7.780920143401821,930,17.0
Lopinavir,HIV-1,Protease,5.0,4.0,6.0,-10.2,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.301029995663981,840,17.0
Lopinavir_variant_1,HIV-1,Protease,5.962133977725934,3.1283211646798206,7.278660388772129,-9.75785548097262,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.224598268972072,840,17.0
Lopinavir_variant_2,HIV-1,Protease,5.532662178697202,4.201931166418433,5.346972886455626,-10.342878046130858,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.257065846757964,840,17.0
Lopinavir_variant_3,HIV-1,Protease,6.12635358644408,4.140847747435968,6.630795684626321,-10.093691465728481,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.212797941220268,840,17.0
Lopinavir_variant_4,HIV-1,Protease,6.4369937204299665,3.500967258679258,5.51939892551825,-10.30240954555558,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.191316914544162,840,17.0
Lopinavir_variant_5,HIV-1,Protease,5.390560932821176,2.863505299047897,5.501800798432205,-10.55292929573548,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.268366040499034,840,17.0
Lopinavir_variant_6,HIV-1,Protease,5.076439359336669,4.718196431093405,6.633606005318368,-9.736458211768635,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.294440797318465,840,17.0
Lopinavir_variant_7,HIV-1,Protease,5.610099799554968,4.1298246109829115,7.737711010822564,-10.259587771821922,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.251029412895264,840,17.0
Lopinavir_variant_8,HIV-1,Protease,4.132435947039345,3.218384570389262,7.2406260309536306,-9.867247757183474,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.3837938692902,840,17.0
Lopinavir_variant_9,HIV-1,Protease,5.111509516499828,4.5358750422889695,4.711962742565888,-10.314051362120498,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.291450826308447,840,17.0
Lopinavir_variant_10,HIV-1,Protease,6.403095530169076,4.524488249352845,6.261587383372191,-10.151493625131687,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.19361001872623,840,17.0
Lopinavir_variant_11,HIV-1,Protease,5.493970111305409,3.6999872515791465,4.848653319573785,-10.572786182831786,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.260113707589364,840,17.0
Lopinavir_variant_12,HIV-1,Protease,4.707301806013286,4.776826133942324,5.058683247333931,-9.720660473127179,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.327227956253788,840,17.0
Lopinavir_variant_13,HIV-1,Protease,5.560595047500671,5.086674422868883,5.553431944979257,-10.027241107350868,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.254878731436243,840,17.0
Lopinavir_variant_14,HIV-1,Protease,4.484158365465142,3.874686839793879,6.945346201320046,-10.142941399520936,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.348319057978685,840,17.0
Lopinavir_variant_15,HIV-1,Protease,5.978212358026424,4.477846893045917,6.58635322372501,-10.53058775850317,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,ChEMBL,8.223428662016541,840,17.0
Darunavir,HIV-1,Protease,1.2,1.0,1.5,-11.2,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.920818753952375,290,5.9
Darunavir_variant_1,HIV-1,Protease,1.1419078636870195,1.173012413871557,1.789967905219239,-11.086053982091954,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.942368936288569,290,5.9
Darunavir_variant_2,HIV-1,Protease,0.8534079285724031,0.7648555886851459,1.3939915362290431,-11.319871982813678,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,9.068843326652182,290,5.9
Darunavir_variant_3,HIV-1,Protease,1.2899937653842486,0.8344791146064464,1.086324000840018,-10.769773024857415,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.889412388666457,290,5.9
Darunavir_variant_4,HIV-1,Protease,1.3391314725151764,1.2943736287669358,1.4472138255856208,-11.2170987299875,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.873176782969384,290,5.9
Darunavir_variant_5,HIV-1,Protease,1.504883494432004,0.9112082208299448,1.824199255515686,-10.839565152780613,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.82249712112252,290,5.9
Darunavir_variant_6,HIV-1,Protease,1.4362425682329927,0.7362370456788966,1.237461436320129,-10.841627930711416,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.842772205533425,290,5.9
Darunavir_variant_7,HIV-1,Protease,1.415974795534724,0.7247063891499143,1.8504752097719597,-11.074306243777633,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.848944477054166,290,5.9
Darunavir_variant_8,HIV-1,Protease,1.3915294404754486,0.8058776858063026,1.7074996420758608,-11.135352320279937,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.856507600899628,290,5.9
Darunavir_variant_9,HIV-1,Protease,0.8576483626407578,0.7938058991839854,1.2159179047044875,-10.857048434095953,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,9.066690737171122,290,5.9
Darunavir_variant_10,HIV-1,Protease,1.1728778123577444,1.079976226837049,1.593922670867736,-10.793617881410198,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.930747229302039,290,5.9
Darunavir_variant_11,HIV-1,Protease,1.4731670436073754,0.7332637387119266,1.2776127369982018,-10.879934467616302,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.831748005361217,290,5.9
Darunavir_variant_12,HIV-1,Protease,1.4978838439085422,0.7772135660189229,1.8306610522989764,-10.938614407097566,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.824521863475985,290,5.9
Darunavir_variant_13,HIV-1,Protease,0.9560865352250292,1.0481772618128125,1.8767271958862348,-11.655317861136014,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,9.019502798027341,290,5.9
Darunavir_variant_14,HIV-1,Protease,0.8657728257943617,0.8146624554443476,1.770395041276072,-11.156662420578767,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,9.062596049607139,290,5.9
Darunavir_variant_15,HIV-1,Protease,1.5091980898913469,0.7739680967648498,1.6217020692130475,-11.618908903590146,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ChEMBL,8.82125375313323,290,5.9
